primaryKey,gridType,gameId,gameEventId,playerId,playerName,teamId,teamName,period,minutesRemaining,secondsRemaining,eventType,actionType,shotZoneBasic,shotZoneArea,shotZoneRange,shotType,shotDistance,xCoordinate,yCoordinate,shotAttemptedFlag,shotMadeFlag,gameDate,homeTeam,awayTeam,season,dt
0021601145_526_1626179,"Shot Chart Detail",0021601145,526,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,0,33,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,164,178,1,1,20170402,NYK,BOS,2016-17,2017-09-27T12:17:56.855
0021601169_158_1626179,"Shot Chart Detail",0021601169,158,1626179,"Terry Rozier",1610612738,"Boston Celtics",2,9,10,"Missed Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",23,-230,21,1,0,20170405,BOS,CLE,2016-17,2017-09-27T12:17:56.855
0021601169_167_1626179,"Shot Chart Detail",0021601169,167,1626179,"Terry Rozier",1610612738,"Boston Celtics",2,7,40,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",2,25,3,1,0,20170405,BOS,CLE,2016-17,2017-09-27T12:17:56.855
0021601169_525_1626179,"Shot Chart Detail",0021601169,525,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,2,58,"Made Shot","Step Back Jump shot","2PT Field Goal",Mid-Range,"Right Side Center(RC)","16-24 ft.",21,120,178,1,1,20170405,BOS,CLE,2016-17,2017-09-27T12:17:56.855
0021601169_545_1626179,"Shot Chart Detail",0021601169,545,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,1,0,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-117,223,1,1,20170405,BOS,CLE,2016-17,2017-09-27T12:17:56.855
0021601169_548_1626179,"Shot Chart Detail",0021601169,548,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,0,31,"Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,192,165,1,0,20170405,BOS,CLE,2016-17,2017-09-27T12:17:56.855
0021601204_132_1626179,"Shot Chart Detail",0021601204,132,1626179,"Terry Rozier",1610612738,"Boston Celtics",2,11,45,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-197,159,1,0,20170410,BOS,BKN,2016-17,2017-09-27T12:17:56.855
0021601204_136_1626179,"Shot Chart Detail",0021601204,136,1626179,"Terry Rozier",1610612738,"Boston Celtics",2,11,26,"Made Shot","Running Finger Roll Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",0,0,3,1,1,20170410,BOS,BKN,2016-17,2017-09-27T12:17:56.855
0021601204_157_1626179,"Shot Chart Detail",0021601204,157,1626179,"Terry Rozier",1610612738,"Boston Celtics",2,9,9,"Missed Shot","Pullup Jump shot","2PT Field Goal","In The Paint (Non-RA)",Center(C),"8-16 ft.",13,-30,134,1,0,20170410,BOS,BKN,2016-17,2017-09-27T12:17:56.855
0021601204_576_1626179,"Shot Chart Detail",0021601204,576,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,0,33,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-145,218,1,0,20170410,BOS,BKN,2016-17,2017-09-27T12:17:56.855
