loc,xCoordinate,yCoordinate
"Mid-Range_Right Side(R)",91,57
"In The Paint (Non-RA)_Center(C)",58,114
"In The Paint (Non-RA)_Left Side(L)",-75,47
"Restricted Area_Center(C)",28,9
"In The Paint (Non-RA)_Center(C)",-63,4
"In The Paint (Non-RA)_Center(C)",-75,26
"In The Paint (Non-RA)_Center(C)",58,9
"Above the Break 3_Left Side Center(LC)",-132,207
"In The Paint (Non-RA)_Center(C)",-48,30
"In The Paint (Non-RA)_Center(C)",51,40
Mid-Range_Center(C),16,196
"Mid-Range_Left Side(L)",-176,11
"Mid-Range_Right Side Center(RC)",180,148
"Mid-Range_Left Side(L)",-98,70
"Mid-Range_Left Side Center(LC)",-119,167
Mid-Range_Center(C),7,141
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-214,47
"Mid-Range_Left Side(L)",-155,15
"Mid-Range_Left Side(L)",-92,129
"Above the Break 3_Right Side Center(RC)",94,232
"In The Paint (Non-RA)_Center(C)",51,106
"In The Paint (Non-RA)_Center(C)",-63,21
"In The Paint (Non-RA)_Center(C)",16,106
"Left Corner 3_Left Side(L)",-229,40
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",115,63
"In The Paint (Non-RA)_Center(C)",22,116
"Mid-Range_Right Side(R)",129,51
"Mid-Range_Left Side Center(LC)",-149,129
"In The Paint (Non-RA)_Center(C)",-56,122
"Mid-Range_Left Side(L)",-141,15
"In The Paint (Non-RA)_Center(C)",-42,135
"In The Paint (Non-RA)_Center(C)",62,-6
"Mid-Range_Left Side(L)",-124,30
"In The Paint (Non-RA)_Center(C)",18,59
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",11,76
"Above the Break 3_Center(C)",-1,268
"Mid-Range_Right Side(R)",98,55
"Mid-Range_Right Side Center(RC)",110,127
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",32,70
"Above the Break 3_Right Side Center(RC)",89,257
Mid-Range_Center(C),-8,160
"Mid-Range_Right Side(R)",98,4
Mid-Range_Center(C),-37,211
"Right Corner 3_Right Side(R)",233,-29
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-23,110
Mid-Range_Center(C),3,167
"In The Paint (Non-RA)_Center(C)",68,0
"Mid-Range_Right Side(R)",89,55
"In The Paint (Non-RA)_Center(C)",-16,70
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-145,55
"In The Paint (Non-RA)_Center(C)",-8,42
"Restricted Area_Center(C)",0,0
"Above the Break 3_Center(C)",47,257
"Mid-Range_Left Side(L)",-94,36
"Mid-Range_Left Side(L)",-94,70
"Above the Break 3_Right Side Center(RC)",176,222
"Mid-Range_Right Side(R)",132,-23
"In The Paint (Non-RA)_Center(C)",68,-13
"Restricted Area_Center(C)",0,0
"Above the Break 3_Center(C)",-65,245
"In The Paint (Non-RA)_Center(C)",-1,49
"Mid-Range_Right Side(R)",161,49
"In The Paint (Non-RA)_Right Side(R)",62,59
"Mid-Range_Left Side(L)",-136,59
"Mid-Range_Left Side(L)",-151,19
"Above the Break 3_Right Side Center(RC)",205,184
"Mid-Range_Right Side(R)",146,66
"Above the Break 3_Right Side Center(RC)",167,200
"Above the Break 3_Right Side Center(RC)",153,222
"Mid-Range_Right Side(R)",119,93
"In The Paint (Non-RA)_Center(C)",-1,106
"Above the Break 3_Center(C)",-8,278
"In The Paint (Non-RA)_Center(C)",-44,30
"In The Paint (Non-RA)_Center(C)",56,0
"In The Paint (Non-RA)_Center(C)",24,120
"Above the Break 3_Right Side Center(RC)",191,171
"Mid-Range_Right Side(R)",153,66
"Mid-Range_Left Side(L)",-151,82
"Restricted Area_Center(C)",-8,4
"Above the Break 3_Right Side Center(RC)",161,207
"Mid-Range_Right Side(R)",110,-23
"Mid-Range_Right Side Center(RC)",110,127
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-105,30
"In The Paint (Non-RA)_Left Side(L)",-77,101
"Mid-Range_Right Side(R)",123,26
"In The Paint (Non-RA)_Center(C)",-12,53
"Mid-Range_Left Side(L)",-191,91
"Mid-Range_Right Side(R)",94,91
"In The Paint (Non-RA)_Center(C)",-42,36
"Above the Break 3_Center(C)",73,245
"Mid-Range_Left Side(L)",-84,9
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",94,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-98,125
"In The Paint (Non-RA)_Center(C)",-4,63
Mid-Range_Center(C),-27,207
"Mid-Range_Left Side(L)",-155,-6
Mid-Range_Center(C),43,200
Mid-Range_Center(C),37,152
"In The Paint (Non-RA)_Center(C)",1,63
"Mid-Range_Right Side(R)",167,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",123,87
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-48,129
"In The Paint (Non-RA)_Left Side(L)",-77,97
"In The Paint (Non-RA)_Right Side(R)",79,15
"Mid-Range_Right Side(R)",138,9
"Mid-Range_Left Side(L)",-92,63
"Mid-Range_Right Side Center(RC)",108,158
"Mid-Range_Left Side(L)",-98,42
"In The Paint (Non-RA)_Center(C)",1,53
"Mid-Range_Left Side(L)",-113,53
"Mid-Range_Left Side(L)",-149,108
"Restricted Area_Center(C)",0,0
"Above the Break 3_Left Side Center(LC)",-141,278
"Above the Break 3_Right Side Center(RC)",233,150
"Mid-Range_Right Side(R)",140,-4
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Left Corner 3_Left Side(L)",-238,45
"Mid-Range_Left Side Center(LC)",-145,154
"Above the Break 3_Center(C)",-71,255
"Mid-Range_Right Side(R)",153,15
"Mid-Range_Left Side Center(LC)",-109,160
"Mid-Range_Left Side(L)",-157,78
"Above the Break 3_Right Side Center(RC)",226,144
"Above the Break 3_Center(C)",83,259
"Mid-Range_Left Side(L)",-166,38
"Restricted Area_Center(C)",0,0
"Left Corner 3_Left Side(L)",-238,-8
"Mid-Range_Left Side(L)",-172,34
"In The Paint (Non-RA)_Center(C)",32,49
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",47,45
"In The Paint (Non-RA)_Center(C)",32,28
"In The Paint (Non-RA)_Center(C)",39,11
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",167,4
"Left Corner 3_Left Side(L)",-229,-4
"Mid-Range_Right Side(R)",176,38
"Mid-Range_Right Side(R)",182,0
"Above the Break 3_Left Side Center(LC)",-130,232
"Mid-Range_Left Side(L)",-151,34
"Mid-Range_Right Side(R)",83,4
"Restricted Area_Center(C)",0,0
"Right Corner 3_Right Side(R)",233,38
"Left Corner 3_Left Side(L)",-238,0
"Above the Break 3_Right Side Center(RC)",125,243
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-86,28
"Restricted Area_Center(C)",0,0
"Above the Break 3_Left Side Center(LC)",-145,238
"Mid-Range_Left Side Center(LC)",-136,99
"Left Corner 3_Left Side(L)",-238,61
"Above the Break 3_Right Side Center(RC)",226,99
"Mid-Range_Left Side(L)",-109,82
"Mid-Range_Right Side(R)",182,4
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-65,15
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-166,-4
"Restricted Area_Center(C)",0,0
"Above the Break 3_Left Side Center(LC)",-214,133
"Above the Break 3_Right Side Center(RC)",197,165
"Mid-Range_Right Side(R)",161,66
"Restricted Area_Center(C)",0,0
"Left Corner 3_Left Side(L)",-229,11
"Mid-Range_Left Side(L)",-178,-4
Mid-Range_Center(C),24,188
"Mid-Range_Right Side Center(RC)",89,154
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side Center(RC)",104,165
"Above the Break 3_Right Side Center(RC)",239,99
"Mid-Range_Right Side Center(RC)",110,150
"Restricted Area_Center(C)",-4,15
"Restricted Area_Center(C)",16,4
"Mid-Range_Right Side(R)",119,21
"Restricted Area_Center(C)",22,11
"Mid-Range_Right Side(R)",148,15
"Above the Break 3_Right Side Center(RC)",228,108
"Mid-Range_Left Side(L)",-138,4
"Restricted Area_Center(C)",16,4
"Restricted Area_Center(C)",-18,15
"Mid-Range_Left Side(L)",-153,4
"In The Paint (Non-RA)_Center(C)",-12,45
"In The Paint (Non-RA)_Center(C)",-48,61
"Mid-Range_Left Side(L)",-147,15
"Mid-Range_Left Side(L)",-168,4
"Restricted Area_Center(C)",-4,21
"In The Paint (Non-RA)_Center(C)",-27,51
"Restricted Area_Center(C)",9,15
"In The Paint (Non-RA)_Right Side(R)",51,85
"Restricted Area_Center(C)",-4,15
"Restricted Area_Center(C)",1,15
"In The Paint (Non-RA)_Center(C)",30,61
"Restricted Area_Center(C)",37,15
"Above the Break 3_Center(C)",-33,255
"Above the Break 3_Left Side Center(LC)",-197,259
"In The Paint (Non-RA)_Center(C)",-18,45
"Restricted Area_Center(C)",-4,4
"Right Corner 3_Right Side(R)",222,57
"Mid-Range_Left Side(L)",-183,-11
"Mid-Range_Left Side(L)",-101,-4
"Mid-Range_Left Side(L)",-162,-4
"Mid-Range_Left Side(L)",-109,0
"Mid-Range_Left Side(L)",-124,21
"Mid-Range_Right Side(R)",155,61
"Mid-Range_Left Side(L)",-153,11
"Mid-Range_Left Side(L)",-147,34
"Restricted Area_Center(C)",-18,4
"Mid-Range_Right Side(R)",184,-4
"Mid-Range_Right Side(R)",144,23
"Above the Break 3_Right Side Center(RC)",159,205
"In The Paint (Non-RA)_Center(C)",5,78
"Above the Break 3_Left Side Center(LC)",-191,154
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-143,99
"Mid-Range_Left Side(L)",-115,55
"Mid-Range_Right Side Center(RC)",172,144
"In The Paint (Non-RA)_Center(C)",11,95
Mid-Range_Center(C),-58,181
Mid-Range_Center(C),-50,181
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",153,106
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Above the Break 3_Center(C)",11,312
"Mid-Range_Right Side(R)",144,13
"Mid-Range_Left Side(L)",-149,89
"Mid-Range_Right Side Center(RC)",132,160
"Mid-Range_Right Side Center(RC)",117,144
Mid-Range_Center(C),39,175
"Mid-Range_Right Side Center(RC)",132,171
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side Center(LC)",-79,181
"Mid-Range_Right Side Center(RC)",117,120
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side Center(LC)",-122,160
"Mid-Range_Right Side Center(RC)",123,120
"In The Paint (Non-RA)_Center(C)",-44,34
"Mid-Range_Right Side Center(RC)",132,127
"Mid-Range_Left Side Center(LC)",-143,110
"Above the Break 3_Center(C)",75,247
"Mid-Range_Right Side(R)",165,51
"Mid-Range_Left Side(L)",-107,110
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side Center(RC)",81,171
"Mid-Range_Right Side(R)",159,40
"Mid-Range_Left Side(L)",-136,-2
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-185,-2
"Mid-Range_Right Side(R)",132,89
"Mid-Range_Right Side(R)",110,13
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side Center(LC)",-132,167
"Mid-Range_Right Side(R)",157,26
"Mid-Range_Left Side Center(LC)",-162,156
"Mid-Range_Left Side Center(LC)",-153,127
"Mid-Range_Left Side(L)",-153,104
"Right Corner 3_Right Side(R)",228,47
"Above the Break 3_Right Side Center(RC)",157,200
Mid-Range_Center(C),-16,190
"Mid-Range_Right Side Center(RC)",142,110
"Mid-Range_Left Side(L)",-197,0
"Mid-Range_Right Side(R)",169,93
"Above the Break 3_Right Side Center(RC)",220,116
"Above the Break 3_Left Side Center(LC)",-219,116
"Mid-Range_Left Side(L)",-168,110
"In The Paint (Non-RA)_Center(C)",-1,70
Mid-Range_Center(C),-67,207
Mid-Range_Center(C),18,194
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-183,47
"Above the Break 3_Left Side Center(LC)",-183,173
"Mid-Range_Left Side(L)",-132,13
"Right Corner 3_Right Side(R)",228,36
"Left Corner 3_Left Side(L)",-233,30
"Mid-Range_Right Side(R)",163,110
"Above the Break 3_Left Side Center(LC)",-138,213
"Mid-Range_Left Side(L)",-103,82
"Above the Break 3_Right Side Center(RC)",214,120
"Restricted Area_Center(C)",0,0
"Above the Break 3_Right Side Center(RC)",199,156
"In The Paint (Non-RA)_Center(C)",-1,57
Mid-Range_Center(C),-37,194
"Restricted Area_Center(C)",24,26
"In The Paint (Non-RA)_Center(C)",-58,15
"In The Paint (Non-RA)_Center(C)",39,30
"In The Paint (Non-RA)_Center(C)",32,26
"In The Paint (Non-RA)_Center(C)",-16,42
"In The Paint (Non-RA)_Left Side(L)",-71,42
"Mid-Range_Left Side(L)",-124,47
"Restricted Area_Center(C)",-23,26
"Mid-Range_Right Side(R)",98,38
"Above the Break 3_Right Side Center(RC)",218,125
"In The Paint (Non-RA)_Center(C)",47,87
"In The Paint (Non-RA)_Center(C)",32,26
"In The Paint (Non-RA)_Center(C)",-37,63
"In The Paint (Non-RA)_Right Side(R)",77,30
"Restricted Area_Center(C)",-8,19
"Above the Break 3_Left Side Center(LC)",-157,219
"Mid-Range_Left Side(L)",-94,63
"Restricted Area_Center(C)",-37,15
"Mid-Range_Left Side(L)",-115,9
"Mid-Range_Right Side(R)",167,53
"Mid-Range_Left Side(L)",-109,63
"In The Paint (Non-RA)_Center(C)",47,26
"In The Paint (Non-RA)_Center(C)",-37,30
"In The Paint (Non-RA)_Center(C)",-29,125
"Above the Break 3_Center(C)",-44,257
"Mid-Range_Left Side(L)",-124,15
"Mid-Range_Left Side(L)",-130,9
"Mid-Range_Right Side(R)",161,19
"In The Paint (Non-RA)_Center(C)",-8,129
"In The Paint (Non-RA)_Center(C)",68,30
"Mid-Range_Left Side(L)",-130,9
"Restricted Area_Center(C)",-16,19
"Mid-Range_Left Side(L)",-86,76
"Mid-Range_Left Side(L)",-136,15
Mid-Range_Center(C),39,152
"Mid-Range_Left Side(L)",-130,0
"Mid-Range_Left Side(L)",-115,30
"Restricted Area_Center(C)",-16,9
"Restricted Area_Center(C)",-1,36
"Restricted Area_Center(C)",24,15
"In The Paint (Non-RA)_Left Side(L)",-79,15
"Mid-Range_Left Side(L)",-145,9
"Mid-Range_Right Side(R)",146,4
"In The Paint (Non-RA)_Center(C)",11,101
"Mid-Range_Right Side(R)",83,36
"In The Paint (Non-RA)_Center(C)",-44,30
"Mid-Range_Left Side(L)",-115,19
"Left Corner 3_Left Side(L)",-229,0
"Mid-Range_Left Side(L)",-86,9
"Restricted Area_Center(C)",-23,15
"In The Paint (Non-RA)_Center(C)",32,26
"Mid-Range_Left Side(L)",-109,57
"In The Paint (Non-RA)_Center(C)",32,80
"Mid-Range_Left Side(L)",-124,9
"In The Paint (Non-RA)_Center(C)",56,118
"In The Paint (Non-RA)_Center(C)",-50,36
"Mid-Range_Left Side(L)",-115,15
"In The Paint (Non-RA)_Left Side(L)",-79,26
Mid-Range_Center(C),32,190
"In The Paint (Non-RA)_Center(C)",-44,63
"Mid-Range_Left Side(L)",-124,42
"In The Paint (Non-RA)_Center(C)",47,15
"Restricted Area_Center(C)",-8,26
"In The Paint (Non-RA)_Center(C)",-1,70
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",119,106
"Right Corner 3_Right Side(R)",226,-4
"In The Paint (Non-RA)_Center(C)",-23,49
"Mid-Range_Right Side Center(RC)",119,133
"Mid-Range_Left Side(L)",-157,15
"Mid-Range_Right Side(R)",132,11
"Above the Break 3_Center(C)",24,259
Mid-Range_Center(C),-50,150
"Above the Break 3_Left Side Center(LC)",-187,165
"Mid-Range_Left Side(L)",-136,78
"Mid-Range_Right Side(R)",140,11
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side Center(LC)",-101,154
"Mid-Range_Left Side(L)",-202,28
"Left Corner 3_Left Side(L)",-229,-8
"Above the Break 3_Left Side Center(LC)",-187,165
"Mid-Range_Right Side Center(RC)",125,165
"Mid-Range_Right Side Center(RC)",125,171
"Mid-Range_Right Side(R)",153,28
"Restricted Area_Center(C)",0,0
"Above the Break 3_Left Side Center(LC)",-172,198
"Restricted Area_Center(C)",0,0
Mid-Range_Center(C),-1,215
"Restricted Area_Center(C)",0,0
Mid-Range_Center(C),-8,222
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-172,93
Mid-Range_Center(C),-1,144
"Above the Break 3_Left Side Center(LC)",-101,232
"Mid-Range_Right Side(R)",140,49
"In The Paint (Non-RA)_Center(C)",-23,133
"Mid-Range_Right Side(R)",146,21
"Mid-Range_Left Side(L)",-86,45
"Above the Break 3_Right Side Center(RC)",212,133
"Mid-Range_Left Side(L)",-157,89
"Mid-Range_Left Side(L)",-151,-4
"Mid-Range_Right Side(R)",125,82
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-1,127
"Right Corner 3_Right Side(R)",233,-8
Mid-Range_Center(C),18,198
"Mid-Range_Left Side(L)",-136,-15
"In The Paint (Non-RA)_Center(C)",-44,127
"Above the Break 3_Center(C)",-16,266
"Mid-Range_Left Side(L)",-86,133
"Restricted Area_Center(C)",0,0
"Right Corner 3_Right Side(R)",231,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-176,101
"Mid-Range_Right Side(R)",129,30
"In The Paint (Non-RA)_Center(C)",16,57
"Mid-Range_Left Side(L)",-113,57
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side Center(RC)",115,141
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",144,53
"Mid-Range_Left Side(L)",-170,4
"Restricted Area_Center(C)",0,0
"Above the Break 3_Right Side Center(RC)",159,196
"Mid-Range_Right Side(R)",180,101
"Above the Break 3_Right Side Center(RC)",180,179
"Mid-Range_Right Side(R)",159,9
"Mid-Range_Left Side(L)",-92,9
"Mid-Range_Right Side(R)",159,80
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",159,97
"Mid-Range_Left Side(L)",-105,9
"Mid-Range_Right Side Center(RC)",129,125
"Mid-Range_Right Side(R)",108,9
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side Center(RC)",159,125
"Mid-Range_Right Side(R)",167,53
"Mid-Range_Left Side(L)",-119,15
"Mid-Range_Left Side Center(LC)",-119,141
"Mid-Range_Left Side(L)",-162,4
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",1,70
"Right Corner 3_Right Side(R)",231,4
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-42,63
"Mid-Range_Left Side(L)",-134,42
"Mid-Range_Right Side(R)",85,70
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",7,76
"Left Corner 3_Left Side(L)",-235,4
"Mid-Range_Right Side Center(RC)",138,152
"Mid-Range_Left Side(L)",-92,36
"Mid-Range_Left Side(L)",-162,-19
"In The Paint (Non-RA)_Center(C)",-48,23
"Restricted Area_Center(C)",1,-8
"Mid-Range_Left Side(L)",-170,99
Mid-Range_Center(C),-18,144
"Above the Break 3_Right Side Center(RC)",216,116
"Restricted Area_Center(C)",1,-2
"Left Corner 3_Left Side(L)",-242,23
"Mid-Range_Left Side(L)",-191,89
"Mid-Range_Right Side(R)",188,112
"Mid-Range_Left Side(L)",-92,85
"Mid-Range_Left Side(L)",-128,40
"In The Paint (Non-RA)_Center(C)",-42,17
"Restricted Area_Center(C)",-4,-2
"Mid-Range_Left Side(L)",-128,-8
Mid-Range_Center(C),-42,144
"Mid-Range_Left Side(L)",-119,13
"Mid-Range_Left Side(L)",-113,47
"Mid-Range_Left Side(L)",-149,34
"In The Paint (Non-RA)_Center(C)",-56,13
"Mid-Range_Left Side Center(LC)",-63,171
"Mid-Range_Left Side(L)",-170,7
"Restricted Area_Center(C)",22,-2
"Restricted Area_Center(C)",-4,-2
"Restricted Area_Center(C)",1,0
"Mid-Range_Left Side Center(LC)",-141,160
"In The Paint (Non-RA)_Center(C)",-63,-19
"Above the Break 3_Left Side Center(LC)",-214,127
"Restricted Area_Center(C)",-4,13
"Mid-Range_Right Side(R)",180,112
"Restricted Area_Center(C)",1,13
"Mid-Range_Right Side(R)",174,116
"Mid-Range_Right Side(R)",153,-2
"Mid-Range_Left Side(L)",-119,85
"Mid-Range_Left Side(L)",-185,93
"Mid-Range_Right Side(R)",180,85
"Mid-Range_Left Side(L)",-170,116
"Restricted Area_Center(C)",-4,-8
"In The Paint (Non-RA)_Center(C)",-18,72
"Mid-Range_Right Side Center(RC)",153,116
"Above the Break 3_Right Side Center(RC)",210,122
"Restricted Area_Center(C)",1,-8
"Mid-Range_Right Side Center(RC)",123,165
"Mid-Range_Left Side(L)",-176,93
"Restricted Area_Center(C)",-4,-2
"Mid-Range_Right Side Center(RC)",167,122
"Mid-Range_Right Side(R)",195,55
"Mid-Range_Right Side(R)",144,47
"Mid-Range_Right Side(R)",195,-13
"Restricted Area_Center(C)",-12,13
"Restricted Area_Center(C)",-12,17
"Restricted Area_Center(C)",1,-2
"Restricted Area_Center(C)",1,-2
"Left Corner 3_Left Side(L)",-235,7
"Mid-Range_Left Side(L)",-84,28
"Mid-Range_Left Side(L)",-185,-19
"In The Paint (Non-RA)_Left Side(L)",-77,99
"Mid-Range_Left Side(L)",-84,13
"Left Corner 3_Left Side(L)",-235,-29
"Mid-Range_Right Side(R)",153,99
"Mid-Range_Left Side(L)",-191,72
"Mid-Range_Right Side(R)",188,0
"Mid-Range_Right Side(R)",167,7
"Above the Break 3_Left Side Center(LC)",-214,133
"Mid-Range_Left Side(L)",-155,28
Mid-Range_Center(C),-27,209
"In The Paint (Non-RA)_Center(C)",-48,-2
"Mid-Range_Left Side(L)",-200,61
Mid-Range_Center(C),-27,144
"Restricted Area_Center(C)",1,-8
"Mid-Range_Right Side(R)",94,112
"Mid-Range_Left Side(L)",-191,13
"Restricted Area_Center(C)",1,0
Mid-Range_Center(C),-42,209
"In The Paint (Non-RA)_Center(C)",64,122
"Mid-Range_Left Side(L)",-92,122
"Mid-Range_Left Side(L)",-141,13
"In The Paint (Non-RA)_Center(C)",47,19
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",132,9
"Mid-Range_Left Side(L)",-136,-13
"In The Paint (Non-RA)_Center(C)",-50,59
"Mid-Range_Right Side Center(RC)",125,127
"Right Corner 3_Right Side(R)",233,15
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-65,-13
"Above the Break 3_Right Side Center(RC)",153,222
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",153,55
"In The Paint (Non-RA)_Center(C)",-58,106
"Left Corner 3_Left Side(L)",-244,26
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",77,-13
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side Center(LC)",-130,116
"Mid-Range_Left Side(L)",-94,0
"Mid-Range_Right Side(R)",167,-6
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",176,36
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
Mid-Range_Center(C),32,200
"In The Paint (Non-RA)_Right Side(R)",77,66
"Mid-Range_Left Side(L)",-124,0
"Mid-Range_Right Side(R)",132,-13
"Above the Break 3_Left Side Center(LC)",-130,211
"Left Corner 3_Left Side(L)",-229,-13
"Mid-Range_Right Side(R)",132,15
"In The Paint (Non-RA)_Center(C)",-79,9
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side Center(LC)",-86,167
"In The Paint (Non-RA)_Center(C)",77,15
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-50,15
"Mid-Range_Right Side(R)",153,42
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",161,66
"Right Corner 3_Right Side(R)",226,15
"In The Paint (Non-RA)_Center(C)",-65,9
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
Mid-Range_Center(C),-29,144
