primaryKey,teamId,bin,attempts,made,value,pointsAvg,pointsStDev,expectedPointsAvg,expectedPointsStDev,season,dt,primaryKey,teamId,teamName,teamAbbreviation,teamCity,season
1610612760_Total_2016-17,1610612760,Total,1047,468,2,0.9894937917860553,1.134205700425785,1.0316735754662605,0.24255781836805201,2016-17,2017-11-20T01:11:48.121,1610612760_2017-18,1610612760,Thunder,OKC,"Oklahoma City",2017-18
1610612761_Total_2015-16,1610612761,Total,1059,462,2,0.9773371104815864,1.1462695954733533,0.9990370355177733,0.24780023372372828,2015-16,2017-11-20T01:11:00.469,1610612761_2017-18,1610612761,Raptors,TOR,Toronto,2017-18
1610612761_Total_2016-17,1610612761,Total,916,412,2,1.0131004366812226,1.1577736101114713,1.0304007911508253,0.2392838739397235,2016-17,2017-11-20T01:11:48.121,1610612761_2017-18,1610612761,Raptors,TOR,Toronto,2017-18
1610612762_Total_2015-16,1610612762,Total,830,352,2,0.9409638554216867,1.1290828077007384,1.0037886788789319,0.23672094893966325,2015-16,2017-11-20T01:11:00.469,1610612762_2017-18,1610612762,Jazz,UTA,Utah,2017-18
1610612762_Total_2016-17,1610612762,Total,1038,451,2,0.9605009633911368,1.128275808521755,0.9998466547309867,0.24251650728488577,2016-17,2017-11-20T01:11:48.121,1610612762_2017-18,1610612762,Jazz,UTA,Utah,2017-18
1610612763_Total_2015-16,1610612763,Total,935,442,3,1.06524064171123,1.164088462033352,1.0386855784405553,0.23740960200454234,2015-16,2017-11-20T01:11:00.469,1610612763_2017-18,1610612763,Grizzlies,MEM,Memphis,2017-18
1610612763_Total_2016-17,1610612763,Total,853,393,2,1.032825322391559,1.1545723826760588,1.0366237587538487,0.23740414582991934,2016-17,2017-11-20T01:11:48.121,1610612763_2017-18,1610612763,Grizzlies,MEM,Memphis,2017-18
1610612764_Total_2015-16,1610612764,Total,780,356,2,1.0166666666666666,1.1451029140477655,0.9957815240752297,0.25194050425611975,2015-16,2017-11-20T01:11:00.469,1610612764_2017-18,1610612764,Wizards,WAS,Washington,2017-18
1610612764_Total_2016-17,1610612764,Total,919,423,2,1.0500544069640914,1.1772681427593752,0.9843196659371375,0.23989549625350068,2016-17,2017-11-20T01:11:48.121,1610612764_2017-18,1610612764,Wizards,WAS,Washington,2017-18
1610612765_Total_2015-16,1610612765,Total,895,407,2,1.0067039106145252,1.1364748872343433,1.0066436399489551,0.24095581084241513,2015-16,2017-11-20T01:11:00.469,1610612765_2017-18,1610612765,Pistons,DET,Detroit,2017-18
1610612765_Total_2016-17,1610612765,Total,1111,480,2,0.9585958595859586,1.1321722704570423,0.975756536021191,0.2581756820401156,2016-17,2017-11-20T01:11:48.121,1610612765_2017-18,1610612765,Pistons,DET,Detroit,2017-18
1610612766_Total_2015-16,1610612766,Total,1016,460,2,0.9970472440944882,1.1289807706268327,0.9919044283508611,0.2407180772817399,2015-16,2017-11-20T01:11:00.469,1610612766_2017-18,1610612766,Hornets,CHA,Charlotte,2017-18
1610612766_Total_2016-17,1610612766,Total,963,416,2,0.980269989615784,1.1612581039592806,1.0142913771004738,0.2526334963809043,2016-17,2017-11-20T01:11:48.121,1610612766_2017-18,1610612766,Hornets,CHA,Charlotte,2017-18
