primaryKey,teamId,bin,attempts,made,value,pointsAvg,pointsStDev,expectedPointsAvg,expectedPointsStDev,season,dt,primaryKey,teamId,teamName,teamAbbreviation,teamCity,season
1610612757_Total_2014-15,1610612757,Total,7118,3127,2,0.9520932846305142,1.1036901888132828,0.9794104701571451,0.2417109775532897,2014-15,2017-11-19T01:36:58.011,1610612757_2017-18,1610612757,"Trail Blazers",POR,Portland,2017-18
1610612757_Total_2015-16,1610612757,Total,6942,3146,2,1.007202535292423,1.1412513333035323,1.0063912814021962,0.23732405147891777,2015-16,2017-11-19T01:36:33.193,1610612757_2017-18,1610612757,"Trail Blazers",POR,Portland,2017-18
1610612757_Total_2016-17,1610612757,Total,7064,3212,3,1.0171291053227633,1.1501715477357195,1.0031983643380904,0.2545835831886322,2016-17,2017-11-19T00:45:25.28,1610612757_2017-18,1610612757,"Trail Blazers",POR,Portland,2017-18
1610612757_Total_2017-18,1610612757,Total,996,438,2,0.9799196787148594,1.1405268957697494,1.0082114410200107,0.30669425295528546,2017-18,2017-11-19T00:45:39.084,1610612757_2017-18,1610612757,"Trail Blazers",POR,Portland,2017-18
1610612758_Total_2013-14,1610612758,Total,6726,3097,2,1.024085637823372,1.14410005292976,0.9906851618542647,0.23745680920747048,2013-14,2017-11-19T01:37:07.452,1610612758_2017-18,1610612758,Kings,SAC,Sacramento,2017-18
1610612758_Total_2014-15,1610612758,Total,7071,3230,3,1.0151322302361758,1.1421013695405715,0.9974088076717756,0.23969604511868545,2014-15,2017-11-19T01:36:58.011,1610612758_2017-18,1610612758,Kings,SAC,Sacramento,2017-18
1610612758_Total_2015-16,1610612758,Total,7178,3321,3,1.0416550571189747,1.1607100670876696,1.0031892626108934,0.24051952586173705,2015-16,2017-11-19T01:36:33.193,1610612758_2017-18,1610612758,Kings,SAC,Sacramento,2017-18
1610612758_Total_2016-17,1610612758,Total,6807,3148,2,1.0561187013368591,1.1791590811650272,1.015050194868309,0.2555807399155575,2016-17,2017-11-19T00:45:25.28,1610612758_2017-18,1610612758,Kings,SAC,Sacramento,2017-18
1610612758_Total_2017-18,1610612758,Total,910,407,2,1.0483516483516484,1.2079737495658276,1.0196499579606526,0.31419489815881063,2017-18,2017-11-19T00:45:39.084,1610612758_2017-18,1610612758,Kings,SAC,Sacramento,2017-18
1610612759_Total_2013-14,1610612759,Total,6963,3094,3,0.964670400689358,1.10755172332645,0.9763122747702578,0.2404042037942583,2013-14,2017-11-19T01:37:07.452,1610612759_2017-18,1610612759,Spurs,SAS,"San Antonio",2017-18
1610612759_Total_2014-15,1610612759,Total,6859,3043,2,0.9686543227875783,1.1149333384711724,0.9915958097969786,0.2440485091626049,2014-15,2017-11-19T01:36:58.011,1610612759_2017-18,1610612759,Spurs,SAS,"San Antonio",2017-18
1610612759_Total_2015-16,1610612759,Total,6698,2925,3,0.954016124216184,1.1134400414602077,0.986085563559309,0.2503679137838362,2015-16,2017-11-19T01:36:33.193,1610612759_2017-18,1610612759,Spurs,SAS,"San Antonio",2017-18
1610612759_Total_2016-17,1610612759,Total,6849,3038,2,0.9846692947875603,1.1368211948062714,1.0007306064910044,0.2549355632581801,2016-17,2017-11-19T00:45:25.28,1610612759_2017-18,1610612759,Spurs,SAS,"San Antonio",2017-18
